plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;HEART;Arginine	HEART	Arginine	NA	meta-reg	2.33E-05	0.46352	1.27048	2.30415	3.72204	-1.4289	-0.06625	0.78149	4.23269		
	METAB;LIVER;Arginine	LIVER	Arginine	NA	metab-t-amines	2.51E-04	1.94038	-0.58159	4.23032	-0.78422	1.33352	0.65877	-1.54281	-1.93644		
	METAB;PLASMA;Arginine	PLASMA	Arginine	NA	metab-t-amines	1.83E-04	-1.58036	-0.98774	-1.4371	2.72394	-2.02881	-1.73948	1.17745	2.61429		
	METAB;WAT-SC;Arginine	WAT-SC	Arginine	NA	meta-reg	1.24E-05	2.10361	4.02599	2.98732	3.34421	-0.32455	-0.30613	-1.66382	1.32527		
	METAB;BAT;Asparagine	BAT	Asparagine	NA	meta-reg	3.34E-02	1.21594	-0.943	-1.2444	-2.91872	0.87312	-0.39277	-1.93702	-1.76802		
	METAB;HEART;Asparagine	HEART	Asparagine	NA	meta-reg	3.85E-02	0.25852	1.11852	1.40996	2.3653	-0.28888	0.41489	1.1911	3.49903		
X	METAB;LUNG;Asparagine	LUNG	Asparagine	NA	meta-reg	0.00E+00	-0.19255	-1.27833	0.55356	0.67981	0.51422	-0.63317	-0.47621	0.21261		
X	METAB;SKM-GN;Asparagine	SKM-GN	Asparagine	NA	meta-reg	0.00E+00	-0.36679	0.405	0.49863	-0.10296	-0.55991	0.79822	-0.89717	1.24035		
	METAB;PLASMA;Aspartate	PLASMA	Aspartate	NA	metab-t-tca	6.54E-03	1.97055	3.98405	2.34645	0.13308	0.13627	2.17868	0.71878	-1.00792		
X	METAB;BAT;Aspartic acid	BAT	Aspartic acid	NA	meta-reg	0.00E+00	-1.04199	-2.19029	-1.78016	-1.40907	-0.91271	-1.55335	0.75114	-0.10235		
	METAB;HEART;Aspartic acid	HEART	Aspartic acid	NA	meta-reg	5.51E-05	-2.48959	-1.20581	-3.25743	0.16814	-0.76134	1.42873	1.84706	0.52424		
	METAB;LIVER;Aspartic acid	LIVER	Aspartic acid	NA	meta-reg	3.10E-04	-0.67097	-1.25265	-2.50748	-3.43242	-0.67389	0.38197	-1.7504	-4.03108		
X	METAB;LUNG;Aspartic acid	LUNG	Aspartic acid	NA	meta-reg	0.00E+00	-2.66912	-4.91595	-1.38972	0.77929	-0.42138	-2.22582	-0.05873	-1.86638		
X	METAB;WAT-SC;Aspartic acid	WAT-SC	Aspartic acid	NA	meta-reg	0.00E+00	0.96988	1.36265	0.6296	2.15275	-0.8934	0.33748	-1.7582	-0.20922		
	METAB;SMLINT;C10 carnitine	SMLINT	C10 carnitine	NA	metab-u-hilicpos	3.36E-02	0.39901	1.51915	3.16901	2.12828	1.67463	3.0036	2.32735	0.71894		
	METAB;TESTES;C10 carnitine	TESTES	C10 carnitine	NA	metab-u-hilicpos	3.27E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SMLINT;C12 carnitine	SMLINT	C12 carnitine	NA	metab-u-hilicpos	4.74E-02	-0.11385	0.44227	2.29584	1.40979	1.36027	3.01007	2.21372	-0.18436		
	METAB;TESTES;C12 carnitine	TESTES	C12 carnitine	NA	metab-u-hilicpos	1.78E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;SMLINT;C12:1 carnitine	SMLINT	C12:1 carnitine	NA	metab-u-hilicpos	7.19E-03	0.7526	1.26206	3.54216	0.93065	2.49452	3.83353	3.09689	0.88843		
	METAB;TESTES;C12:1 carnitine	TESTES	C12:1 carnitine	NA	metab-u-hilicpos	8.69E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HYPOTH;C14 carnitine	HYPOTH	C14 carnitine	NA	metab-u-hilicpos	1.37E-02	1.17977	1.46159	-0.84492	0.99699	1.79649	2.37328	2.97393	-1.50222		
	METAB;SMLINT;C14 carnitine	SMLINT	C14 carnitine	NA	metab-u-hilicpos	4.66E-02	0.19276	0.82145	2.35258	0.9284	1.41564	3.14264	2.17599	-0.26319		
	METAB;TESTES;C14 carnitine	TESTES	C14 carnitine	NA	metab-u-hilicpos	3.82E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;ADRNL;C14:0 LPC	ADRNL	C14:0 LPC	NA	metab-u-hilicpos	2.34E-02	-1.01559	-0.08153	1.14384	2.18169	-1.91527	-1.15919	0.96568	1.42875		
	METAB;COLON;C14:0 LPC	COLON	C14:0 LPC	NA	metab-u-hilicpos	1.74E-03	-3.37243	-3.36525	-3.11602	2.03432	0.29387	0.28632	1.36884	1.17966		
	METAB;CORTEX;C14:0 LPC	CORTEX	C14:0 LPC	NA	metab-u-hilicpos	2.37E-02	-1.30974	-3.53035	-1.86428	0.22312	-1.13277	-0.80533	-2.73778	-0.03852		
	METAB;SPLEEN;C14:0 LPC	SPLEEN	C14:0 LPC	NA	metab-u-hilicpos	2.85E-03	-2.68533	-2.24897	0.80846	1.67434	-0.7953	-1.00026	0.92046	1.99089		
	METAB;TESTES;C14:0 LPC	TESTES	C14:0 LPC	NA	metab-u-hilicpos	2.73E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;LUNG;C14:0 SM	LUNG	C14:0 SM	NA	metab-u-hilicpos	1.22E-03	-5.89593	-4.63213	-0.87239	-1.69627	-1.4136	-1.25689	-0.24005	-0.05322		
	METAB;ADRNL;C14:1 carnitine	ADRNL	C14:1 carnitine	NA	metab-u-hilicpos	3.77E-02	1.39442	1.3898	0.0045	-0.56088	2.10047	3.26833	0.90894	-0.53677		
	METAB;SMLINT;C14:1 carnitine	SMLINT	C14:1 carnitine	NA	metab-u-hilicpos	4.18E-02	-0.37381	-0.14665	2.2618	0.45083	0.73399	2.74499	2.31256	-0.59076		
	METAB;TESTES;C14:1 carnitine	TESTES	C14:1 carnitine	NA	metab-u-hilicpos	8.43E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HYPOTH;C14:2 carnitine	HYPOTH	C14:2 carnitine	NA	metab-u-hilicpos	6.29E-03	0.6046	-0.58822	0.3116	-0.32995	2.1477	2.11993	3.05079	-2.9534		
	METAB;SMLINT;C14:2 carnitine	SMLINT	C14:2 carnitine	NA	metab-u-hilicpos	2.35E-03	-0.28248	0.05549	3.63118	1.63841	0.63823	2.79591	2.24983	-0.83819		
	METAB;TESTES;C14:2 carnitine	TESTES	C14:2 carnitine	NA	metab-u-hilicpos	6.94E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;ADRNL;C16 carnitine	ADRNL	C16 carnitine	NA	metab-u-hilicpos	1.95E-02	0.36811	0.41512	-1.86582	-1.70044	1.10941	0.97488	-1.4837	-2.37087		
	METAB;HIPPOC;C16 carnitine	HIPPOC	C16 carnitine	NA	metab-u-hilicpos	3.49E-04	-3.38502	-4.68581	-1.85826	0.7912	-0.63515	-1.4668	-1.46566	1.93316		
	METAB;ADRNL;C16-OH carnitine	ADRNL	C16-OH carnitine	NA	metab-u-hilicpos	9.81E-03	1.90465	1.8752	1.59307	2.29308	3.1437	3.28371	2.63065	-0.14726		
	METAB;CORTEX;C16-OH carnitine	CORTEX	C16-OH carnitine	NA	metab-u-hilicpos	4.86E-02	0.58404	0.86979	-0.74295	-0.51927	0.92786	3.45401	0.26846	-0.66169		
	METAB;LIVER;C16-OH carnitine	LIVER	C16-OH carnitine	NA	metab-u-hilicpos	3.13E-04	1.29698	2.05373	0.54594	-1.49121	2.89634	4.92513	2.37398	5.71361		
	METAB;PLASMA;C16-OH carnitine	PLASMA	C16-OH carnitine	NA	metab-u-hilicpos	1.04E-04	1.55937	2.84122	-2.66092	-2.04605	2.02182	1.83385	-1.03178	2.40024		
	METAB;SMLINT;C16-OH carnitine	SMLINT	C16-OH carnitine	NA	metab-u-hilicpos	3.29E-02	0.92728	0.6331	2.12197	0.8109	2.60483	3.84144	2.6625	0.32407		
	METAB;TESTES;C16-OH carnitine	TESTES	C16-OH carnitine	NA	metab-u-hilicpos	3.31E-04	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;WAT-SC;C16-OH carnitine	WAT-SC	C16-OH carnitine	NA	metab-u-hilicpos	1.14E-02	3.18784	1.1703	1.3117	0.79032	2.61299	2.74516	-0.60471	2.36129		
	METAB;ADRNL;C16:0 Ceramide (d18:1)	ADRNL	C16:0 Ceramide (d18:1)	NA	metab-u-hilicpos	1.36E-03	1.18399	2.26598	-2.48981	-2.17004	0.73074	-0.06792	-0.38665	-2.63806		
	METAB;HIPPOC;C16:0 Ceramide (d18:1)	HIPPOC	C16:0 Ceramide (d18:1)	NA	metab-u-hilicpos	8.31E-03	2.53294	2.33461	-0.97658	-0.24171	0.79131	2.25629	-0.39852	2.74697		
	METAB;VENACV;C16:0 Ceramide (d18:1)	VENACV	C16:0 Ceramide (d18:1)	NA	metab-u-hilicpos	2.45E-02	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;HEART;C16:0 LPC	HEART	C16:0 LPC	NA	metab-u-hilicpos	1.42E-02	-0.25367	-1.0846	-0.10076	0.50393	-2.08745	0.72922	-2.72389	2.01015		
	METAB;HIPPOC;C16:0 LPC	HIPPOC	C16:0 LPC	NA	metab-u-hilicpos	7.89E-03	-3.18468	-4.03713	-1.04309	0.73432	0.05842	-2.00395	-0.68049	-0.78054		
	METAB;LIVER;C16:0 LPC	LIVER	C16:0 LPC	NA	metab-u-hilicpos	2.44E-02	-1.93149	-1.98122	0.94058	1.64614	-0.35157	-1.01884	0.37748	1.20732		
	METAB;BAT;C16:0 LPE	BAT	C16:0 LPE	NA	metab-u-hilicpos	3.94E-02	-4.55802	-3.09162	-2.4918	-3.2984	-1.45049	-1.06687	0.1028	-1.1027		
	METAB;COLON;C16:0 LPE	COLON	C16:0 LPE	NA	metab-u-hilicpos	2.82E-02	-0.36314	-0.38744	-1.33558	3.19987	0.53414	0.91497	1.10557	-0.69473		
	METAB;HYPOTH;C16:0 LPE	HYPOTH	C16:0 LPE	NA	metab-u-hilicpos	3.32E-02	-3.52855	-2.71799	0.27026	-0.34948	-1.95116	-1.41701	-0.76333	0.06509		
	METAB;ADRNL;C16:0 SM	ADRNL	C16:0 SM	NA	metab-u-hilicpos	2.64E-03	2.99952	4.02749	0.01682	0.57339	-3.10754	-2.08526	-0.36699	-1.90154		
	METAB;HEART;C16:0 SM	HEART	C16:0 SM	NA	metab-u-hilicpos	3.85E-02	1.75118	1.71978	-0.36675	-0.62128	1.16906	2.47932	-1.03644	0.00085		
	METAB;SKM-GN;C16:0 SM	SKM-GN	C16:0 SM	NA	metab-u-hilicpos	1.90E-02	1.0289	1.29673	-0.31631	-1.09847	1.05324	0.99729	-2.84865	-1.71515		
	METAB;ADRNL;C16:1 LPC	ADRNL	C16:1 LPC	NA	metab-u-hilicpos	2.29E-02	-0.78093	-0.55294	0.47885	1.17786	-1.85038	-1.38903	1.32377	1.70605		
	METAB;COLON;C16:1 LPC	COLON	C16:1 LPC	NA	metab-u-hilicpos	1.66E-03	-1.4713	-4.10677	-1.0728	1.81927	-0.77697	-0.92803	0.32302	1.72339		
	METAB;CORTEX;C16:1 LPC	CORTEX	C16:1 LPC	NA	metab-u-hilicpos	7.12E-03	0.69997	-0.16814	0.28263	-0.06386	1.54114	0.90681	-2.96073	2.74612		
	METAB;SKM-VL;C16:1 LPC	SKM-VL	C16:1 LPC	NA	metab-u-hilicpos	5.67E-03	-2.18117	-2.44338	-0.83533	0.98494	-0.35602	-1.13674	1.05021	2.88968		
	METAB;SPLEEN;C16:1 LPC	SPLEEN	C16:1 LPC	NA	metab-u-hilicpos	3.10E-04	-3.16374	-2.71326	-0.1861	1.09314	-0.94155	-1.11224	0.54998	3.38493		
	METAB;TESTES;C16:1 LPC	TESTES	C16:1 LPC	NA	metab-u-hilicpos	7.05E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;PLASMA;C16:1 LPC plasmalogen	PLASMA	C16:1 LPC plasmalogen	NA	metab-u-hilicpos	2.16E-03	-0.07666	3.54082	0.86642	-0.5356	1.83095	1.32368	-0.69169	-1.90477		
	METAB;WAT-SC;C16:1 LPC plasmalogen	WAT-SC	C16:1 LPC plasmalogen	NA	metab-u-hilicpos	3.60E-02	3.62181	2.70743	2.98211	-0.24689	0.40073	0.66505	0.40358	0.31762		
	METAB;CORTEX;C16:1 LPE	CORTEX	C16:1 LPE	NA	metab-u-hilicpos	1.59E-02	-3.96657	-2.0532	-1.49193	0.28188	-1.87658	-0.50409	0.5733	-0.76619		
	METAB;ADRNL;C16:1 SM	ADRNL	C16:1 SM	NA	metab-u-hilicpos	1.85E-02	3.07755	4.45157	0.83704	0.35866	0.35118	1.13134	0.78136	-0.04888		
	METAB;COLON;C16:1 SM	COLON	C16:1 SM	NA	metab-u-hilicpos	6.65E-03	-0.78322	-1.07525	-1.98246	-0.27673	3.6074	2.93078	3.01649	-0.91786		
	METAB;PLASMA;C16:1 SM	PLASMA	C16:1 SM	NA	metab-u-hilicpos	5.12E-03	-3.38114	-1.69251	-2.30481	-3.96557	2.35268	1.66744	0.51632	-1.17747		
	METAB;ADRNL;C18 carnitine	ADRNL	C18 carnitine	NA	metab-u-hilicpos	3.90E-04	0.58683	-0.77653	-4.12626	-3.11006	2.86821	1.42555	-0.90695	-0.86755		
	METAB;COLON;C18:0 LPC	COLON	C18:0 LPC	NA	metab-u-hilicpos	1.43E-05	2.31684	4.12148	1.18953	-1.59966	3.54684	4.18053	1.62434	-0.64499		
	METAB;HIPPOC;C18:0 LPC	HIPPOC	C18:0 LPC	NA	metab-u-hilicpos	2.97E-03	-4.34757	-5.3434	-2.29734	-0.09741	-0.78655	-1.59241	-1.05861	-0.41992		
	METAB;PLASMA;C18:0 LPC	PLASMA	C18:0 LPC	NA	metab-u-hilicpos	3.31E-02	-0.76118	1.62793	1.10825	-0.25623	1.96415	-0.26929	-1.17982	-2.05421		
	METAB;SKM-GN;C18:0 LPC	SKM-GN	C18:0 LPC	NA	metab-u-hilicpos	1.36E-02	0.8118	1.81578	0.80854	-1.17049	3.99369	3.56485	1.41947	2.9882		
	METAB;SKM-VL;C18:0 LPC	SKM-VL	C18:0 LPC	NA	metab-u-hilicpos	3.19E-02	-0.17608	-0.21859	-1.33162	-0.83449	4.35331	1.31086	3.67497	2.08734		
	METAB;SPLEEN;C18:0 LPC	SPLEEN	C18:0 LPC	NA	metab-u-hilicpos	3.56E-02	-2.48313	1.19887	-0.48753	-0.0409	1.14309	2.15902	2.99886	2.10129		
	METAB;CORTEX;C18:0 LPE	CORTEX	C18:0 LPE	NA	metab-u-hilicpos	6.97E-03	2.59806	1.27527	-1.74096	1.19134	0.53277	0.52495	-2.34421	0.8091		
	METAB;HEART;C18:0 LPE A	HEART	C18:0 LPE A	NA	metab-u-hilicpos	2.21E-02	3.12794	2.8732	1.53754	2.17798	1.3274	3.77908	0.97042	1.89035		
	METAB;KIDNEY;C18:0 LPE A	KIDNEY	C18:0 LPE A	NA	metab-u-hilicpos	2.28E-02	3.16476	1.42252	-0.52482	1.01306	1.79476	0.65017	0.57246	2.98762		
	METAB;SKM-GN;C18:0 LPE A	SKM-GN	C18:0 LPE A	NA	metab-u-hilicpos	2.54E-03	2.83187	3.3764	2.90179	2.97993	2.60216	3.11002	2.66111	5.13719		
	METAB;BAT;C18:0 LPE B	BAT	C18:0 LPE B	NA	metab-u-hilicpos	2.42E-02	-2.62737	-1.34962	-1.18675	-0.14993	-1.46175	-1.95325	0.03994	2.05314		
	METAB;HEART;C18:0 LPE B	HEART	C18:0 LPE B	NA	metab-u-hilicpos	8.01E-03	-0.42546	-0.58878	-0.45402	0.8784	-1.73269	-1.14886	-1.64069	3.29902		
	METAB;KIDNEY;C18:0 LPE B	KIDNEY	C18:0 LPE B	NA	metab-u-hilicpos	2.26E-02	-0.07183	-0.27557	0.72791	2.85332	0.05977	-1.25147	0.74601	2.61597		
	METAB;LIVER;C18:0 LPE B	LIVER	C18:0 LPE B	NA	metab-u-hilicpos	1.67E-02	-0.39549	-1.04101	0.71674	2.0635	0.09311	-0.80522	0.30247	3.14481		
	METAB;LUNG;C18:0 LPE B	LUNG	C18:0 LPE B	NA	metab-u-hilicpos	3.89E-04	-1.2075	-0.41266	1.23813	2.2981	-0.97234	-1.53425	0.00909	4.02941		
	METAB;SKM-GN;C18:0 LPE B	SKM-GN	C18:0 LPE B	NA	metab-u-hilicpos	1.33E-02	0.0718	-0.45254	0.84501	0.85566	-0.76053	-0.86447	-0.17376	3.92958		
	METAB;SPLEEN;C18:0 LPE B	SPLEEN	C18:0 LPE B	NA	metab-u-hilicpos	4.99E-02	-0.86204	-0.3368	1.61942	1.79819	-0.1692	-0.33012	0.68263	2.66559		
	METAB;HEART;C18:0 SM	HEART	C18:0 SM	NA	metab-u-hilicpos	1.96E-02	2.87804	3.29964	1.31842	1.14756	1.35225	1.66309	-0.86954	-1.17697		
	METAB;SKM-GN;C18:0 SM	SKM-GN	C18:0 SM	NA	metab-u-hilicpos	2.55E-02	1.31514	1.93662	-0.43394	0.24763	1.02255	-0.18929	-1.79874	-3.02884		
	METAB;HEART;C18:1 LPC	HEART	C18:1 LPC	NA	metab-u-hilicpos	2.45E-06	-2.34805	-3.03023	-0.32238	1.3848	-2.56664	0.62682	-2.27007	4.62351		
	METAB;HIPPOC;C18:1 LPC	HIPPOC	C18:1 LPC	NA	metab-u-hilicpos	6.04E-05	-5.05752	-6.45099	-1.61062	-0.18181	-0.77473	-2.29641	-1.54858	0.69926		
	METAB;LUNG;C18:1 LPC	LUNG	C18:1 LPC	NA	metab-u-hilicpos	7.45E-04	-2.16482	-1.13351	0.61539	1.24797	0.5761	1.28409	-0.42333	4.80021		
	METAB;PLASMA;C18:1 LPC	PLASMA	C18:1 LPC	NA	metab-u-hilicpos	6.05E-05	-3.83028	-2.49306	1.37171	1.63541	0.37617	-1.33811	-0.74729	2.66613		
	METAB;SKM-VL;C18:1 LPC	SKM-VL	C18:1 LPC	NA	metab-u-hilicpos	1.66E-03	-2.26941	-1.23117	0.10891	2.15383	0.37415	-0.11052	2.08243	3.62968		
	METAB;SPLEEN;C18:1 LPC A	SPLEEN	C18:1 LPC A	NA	metab-u-hilicpos	3.33E-05	-3.17934	-1.52586	1.26713	2.51864	-0.15614	0.89397	2.03473	4.25204		
	METAB;SPLEEN;C18:1 LPC B	SPLEEN	C18:1 LPC B	NA	metab-u-hilicpos	1.39E-03	-1.88314	-1.08342	0.99584	2.2321	-0.96515	0.14269	0.18421	3.49703		
	METAB;BAT;C18:1 LPC plasmalogen A	BAT	C18:1 LPC plasmalogen A	NA	metab-u-hilicpos	7.97E-05	0.40415	0.97624	0.19602	2.00584	-1.42176	-1.61825	-0.34064	6.1257		
	METAB;HIPPOC;C18:1 LPC plasmalogen A	HIPPOC	C18:1 LPC plasmalogen A	NA	metab-u-hilicpos	2.71E-02	-2.92598	-4.23211	-1.14812	-0.54325	0.11404	-0.81641	-1.49635	0.47728		
	METAB;KIDNEY;C18:1 LPC plasmalogen A	KIDNEY	C18:1 LPC plasmalogen A	NA	metab-u-hilicpos	3.52E-02	1.7458	1.47204	-0.22446	-1.63616	0.07447	0.9684	-1.97066	0.51177		
	METAB;PLASMA;C18:1 LPC plasmalogen A	PLASMA	C18:1 LPC plasmalogen A	NA	metab-u-hilicpos	1.22E-02	-1.2742	1.601	-0.41292	-1.23806	0.96564	0.07764	-2.8377	-1.66442		
	METAB;LIVER;C18:1 LPC plasmalogen B	LIVER	C18:1 LPC plasmalogen B	NA	metab-u-hilicpos	6.96E-03	4.04378	4.69579	2.75679	2.87671	1.46799	1.27568	-1.15139	0.71286		
	METAB;PLASMA;C18:1 LPC plasmalogen B	PLASMA	C18:1 LPC plasmalogen B	NA	metab-u-hilicpos	7.61E-05	1.52899	3.45398	1.1431	0.01425	4.17906	3.28489	-1.74073	0.16255		
	METAB;WAT-SC;C18:1 LPC plasmalogen B	WAT-SC	C18:1 LPC plasmalogen B	NA	metab-u-hilicpos	4.51E-02	2.1491	1.73882	2.20793	-0.20536	0.01065	-0.7804	-1.43852	1.88939		
	METAB;BAT;C18:1 LPE	BAT	C18:1 LPE	NA	metab-u-hilicpos	2.10E-02	-3.99855	-3.60047	-2.8681	-3.87408	-2.09801	-1.61674	-0.45196	-2.24254		
	METAB;HYPOTH;C18:1 LPE	HYPOTH	C18:1 LPE	NA	metab-u-hilicpos	3.81E-02	-1.28668	-0.20386	-0.31197	-0.15776	1.95685	1.03101	3.21897	-1.56713		
	METAB;LIVER;C18:1 LPE	LIVER	C18:1 LPE	NA	metab-u-hilicpos	2.57E-02	-2.13523	-1.74079	-0.13034	1.02932	-2.7258	-1.39996	-1.1766	0.53872		
	METAB;PLASMA;C18:1 LPE	PLASMA	C18:1 LPE	NA	metab-u-hilicpos	2.70E-03	-3.751	-3.46035	0.38171	0.29153	0.19059	-0.02322	0.33668	2.15017		
	METAB;SKM-VL;C18:1 LPE	SKM-VL	C18:1 LPE	NA	metab-u-hilicpos	9.52E-03	0.77177	0.98076	3.04197	3.94974	-0.30296	-1.18052	1.37021	1.59026		
	METAB;HEART;C18:1 SM	HEART	C18:1 SM	NA	metab-u-hilicpos	2.72E-02	2.49928	0.84466	-0.63509	0.55045	-0.90412	0.54789	-2.90126	0.55652		
	METAB;LUNG;C18:1 SM	LUNG	C18:1 SM	NA	metab-u-hilicpos	2.09E-02	0.38423	0.34957	-0.2549	-2.53986	1.69524	0.80668	-0.89247	-1.91161		
	METAB;PLASMA;C18:1 SM	PLASMA	C18:1 SM	NA	metab-u-hilicpos	8.87E-05	0.30962	0.82271	-1.54192	-2.68728	3.4649	3.4772	-1.4786	-1.24618		
	METAB;SKM-GN;C18:1 SM	SKM-GN	C18:1 SM	NA	metab-u-hilicpos	4.41E-03	0.17121	-0.4592	-1.1557	-1.60884	2.25598	-0.23278	-3.2766	-2.36574		
	METAB;ADRNL;C18:1 carnitine	ADRNL	C18:1 carnitine	NA	metab-u-hilicpos	1.41E-03	1.04842	0.11374	-2.82134	-3.06186	1.39934	0.07245	-1.90753	-1.46591		
	METAB;HYPOTH;C18:1-OH carnitine	HYPOTH	C18:1-OH carnitine	NA	metab-u-hilicpos	2.81E-02	-0.016	1.73108	0.26592	0.72948	2.40561	1.91839	3.69754	-0.8431		
	METAB;TESTES;C18:1-OH carnitine	TESTES	C18:1-OH carnitine	NA	metab-u-hilicpos	7.65E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;WAT-SC;C18:1-OH carnitine	WAT-SC	C18:1-OH carnitine	NA	metab-u-hilicpos	6.76E-03	2.86939	0.75475	1.04011	0.55613	1.84688	2.24883	-1.88019	2.13469		
	METAB;CORTEX;C18:2 LPC	CORTEX	C18:2 LPC	NA	metab-u-hilicpos	5.60E-03	-2.64969	-0.76652	1.66483	2.46348	0.64506	0.38184	1.87546	1.96105		
	METAB;HEART;C18:2 LPC	HEART	C18:2 LPC	NA	metab-u-hilicpos	6.72E-03	-2.06968	-2.6638	-0.5257	0.8687	-1.12087	0.34447	-0.54544	2.6433		
	METAB;KIDNEY;C18:2 LPC	KIDNEY	C18:2 LPC	NA	metab-u-hilicpos	3.69E-03	-1.79069	-1.41461	-0.1418	1.88238	0.66346	-0.27253	2.02924	3.71844		
	METAB;LUNG;C18:2 LPC	LUNG	C18:2 LPC	NA	metab-u-hilicpos	3.11E-03	-2.8871	-1.55555	0.16784	0.80576	1.43419	1.14234	2.35091	4.35581		
	METAB;PLASMA;C18:2 LPC	PLASMA	C18:2 LPC	NA	metab-u-hilicpos	1.65E-02	-2.37992	-1.94124	0.81134	1.0641	1.81187	0.01143	1.67618	2.44175		
	METAB;SPLEEN;C18:2 LPC	SPLEEN	C18:2 LPC	NA	metab-u-hilicpos	5.98E-04	-3.17274	-1.15754	1.36776	2.00025	0.71075	1.33244	2.8675	3.3896		
	METAB;TESTES;C18:2 LPC	TESTES	C18:2 LPC	NA	metab-u-hilicpos	2.86E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;BAT;C18:2 LPC A	BAT	C18:2 LPC A	NA	metab-u-hilicpos	7.02E-03	-4.92154	-3.91002	-3.19427	-2.38443	-2.13838	-1.92565	-0.1633	0.1685		
	METAB;LIVER;C18:2 LPC A	LIVER	C18:2 LPC A	NA	metab-u-hilicpos	5.18E-04	-2.78346	-1.88754	1.45983	2.60222	-0.82485	-1.37691	-0.17547	1.93681		
	METAB;LIVER;C18:2 LPC B	LIVER	C18:2 LPC B	NA	metab-u-hilicpos	5.81E-04	-3.50525	-3.24637	0.98566	1.79139	0.37714	0.26516	1.42214	2.3203		
	METAB;COLON;C18:2 LPE	COLON	C18:2 LPE	NA	metab-u-hilicpos	3.85E-02	-0.68007	-1.9124	-0.83231	1.95118	-0.95067	-1.51798	-0.42143	0.51307		
	METAB;LIVER;C18:2 LPE	LIVER	C18:2 LPE	NA	metab-u-hilicpos	3.59E-03	-0.31762	0.342	0.13258	3.20904	-1.26645	-0.42749	2.11178	2.43821		
	METAB;LUNG;C18:2 LPE	LUNG	C18:2 LPE	NA	metab-u-hilicpos	4.33E-02	0.67148	-0.00263	2.09898	1.78938	-0.98881	-0.72361	0.11959	2.65241		
	METAB;SKM-GN;C18:2 LPE	SKM-GN	C18:2 LPE	NA	metab-u-hilicpos	3.58E-03	0.57617	1.36574	1.97626	2.92554	-0.97312	-0.21995	2.49533	3.68522		
	METAB;SKM-VL;C18:2 LPE	SKM-VL	C18:2 LPE	NA	metab-u-hilicpos	3.51E-02	1.25721	-0.45625	1.89672	2.7627	2.18379	0.98869	2.10777	3.10676		
	METAB;SPLEEN;C18:2 LPE	SPLEEN	C18:2 LPE	NA	metab-u-hilicpos	2.81E-04	-2.33647	-1.88355	1.50064	2.22587	-0.8224	-1.19512	1.68627	2.43472		
	METAB;TESTES;C18:2 LPE	TESTES	C18:2 LPE	NA	metab-u-hilicpos	4.39E-03	NA	NA	NA	NA	NA	NA	NA	NA		
	METAB;ADRNL;C18:2 carnitine	ADRNL	C18:2 carnitine	NA	metab-u-hilicpos	2.66E-02	1.39848	1.25594	-1.23981	-1.46803	1.60872	0.96454	-1.10549	-1.28386		
	METAB;CORTEX;C18:2 carnitine	CORTEX	C18:2 carnitine	NA	metab-u-hilicpos	9.47E-03	-0.16684	-0.9017	-0.66084	-1.72043	1.39963	3.75713	3.58989	-0.62309		
	METAB;BAT;C18:3 LPC	BAT	C18:3 LPC	NA	metab-u-hilicpos	1.24E-02	-4.60755	-4.14522	-3.2302	-2.88248	-1.88909	-2.24563	-1.12618	-0.11624		
	METAB;HEART;C18:3 LPC	HEART	C18:3 LPC	NA	metab-u-hilicpos	4.03E-03	-0.21784	-2.88427	-0.06407	0.78465	-2.79821	-1.16232	-2.89913	0.71949		
	METAB;HIPPOC;C18:3 LPC	HIPPOC	C18:3 LPC	NA	metab-u-hilicpos	6.92E-04	-3.29438	-4.80316	-0.21499	1.69136	-0.03234	-2.28749	-0.79496	-0.49044		
	METAB;LIVER;C18:3 LPC	LIVER	C18:3 LPC	NA	metab-u-hilicpos	1.96E-02	-1.60274	-2.31666	0.85105	1.06354	-1.37761	-1.82625	0.69725	0.4646		
	METAB;SMLINT;C18:3 LPC	SMLINT	C18:3 LPC	NA	metab-u-hilicpos	3.23E-02	2.53428	1.71458	3.73239	0.47559	-1.82997	-0.77099	-2.476	-1.22734		
	METAB;SPLEEN;C18:3 LPC	SPLEEN	C18:3 LPC	NA	metab-u-hilicpos	1.67E-02	-2.74181	-0.88801	1.04197	0.8272	-1.3248	-0.23535	1.52893	1.34129		
